ID,SubjectID,UniqueID,SP,TwinID,MilkDataProcessed_SubjectID,Sex,Race,Year,HowOftenDrinkMilk,DrinkMilk,TestDate,TestingDay,TestingAge,Status_SelfReported,Status_Genotyped,MZDZ,Same_sex,Co_TwinID,HigherFatMilk_temp,LowerFatMilk_temp,TotalCorrect,Correct_FatFirst,Correct_FatSecond,Pyrophosphate_Sweet,Pyrophosphate_Salty,Pyrophosphate_Sour,Pyrophosphate_Bitter,Pyrophosphate_Burn,Pyrophosphate_Like,Pyrophosphate_Intense,Sucralose_Sweet,Sucralose_Salty,Sucralose_Sour,Sucralose_Bitter,Sucralose_Burn,Sucralose_Like,Sucralose_Intense,Chip_1_Fatty,Chip_1_Salty,Chip_1_Crispy,Chip_1_Like,Chip_2_Fatty,Chip_2_Salty,Chip_2_Crispy,Chip_2_Like,Chip_3_Fatty,Chip_3_Salty,Chip_3_Crispy,Chip_3_Like,Chip_4_Fatty,Chip_4_Salty,Chip_4_Crispy,Chip_4_Like,Odor_1_Smell,Odor_1_Like,Odor_1_Intense,Odor_2_Smell,Odor_2_Like,Odor_2_Intense,Menthol_Sweet,Menthol_Salty,Menthol_Sour,Menthol_Bitter,Menthol_Burn,Menthol_Cool,Menthol_Liking,Menthol_Intense,Capsaicin_Sweet,Capsaicin_Salty,Capsaicin_Sour,Capsaicin_Bitter,Capsaicin_Burn,Capsaicin_Cool,Capsaicin_Liking,Capsaicin_Intense,2.5%CornOilNoFA_Fatty,2.5%CornOilNoFA_Salty,2.5%CornOilNoFA_Crispy,2.5%CornOilNoFA_Liking,15%CornOilNoFA_Fatty,15%CornOilNoFA_Salty,15%CornOilNoFA_Crispy,15%CornOilNoFA_Liking,5%CornOilNoFA_Fatty,5%CornOilNoFA_Salty,5%CornOilNoFA_Crispy,5%CornOilNoFA_Liking,10%CornOilNoFA_Fatty,10%CornOilNoFA_Salty,10%CornOilNoFA_Crispy,10%CornOilNoFA_Liking,5%CornOil_02%Palmitic_Fatty,5%CornOil_02%Palmitic_Salty,5%CornOil_02%Palmitic_Crispy,5%CornOil_02%Palmitic_Liking,2.5%CornOil_02%Palmitic_Fatty,2.5%CornOil_02%Palmitic_Salty,2.5%CornOil_02%Palmitic_Crispy,2.5%CornOil_02%Palmitic_Liking,Water_Cool1,Sucrose_Cool2,NaCl_Cool3,PTC_Cool9,PTC_Bitter9,PTC_Intense9,PTC_Like9,Stevia_Like17,Sucrose_Like2,Sucrose_Sweet2
4142,TWA4142,TW-2064,,2,TWA4142,F,1,2017,Few times a week,5,8/5/2017,Saturday,28,MZ,,MZ,Same,TWA4141,,,10,5,5,0,2.3,2,0.7,0.2,3.8,1.3,2.7,0,0,0.9,5.3,3.7,1.2,3,0.2,4.3,6.2,1.4,1.5,6.4,5.4,2.1,0.5,3.4,3.8,3.8,0.7,4,5,Yes,4.2,3.8,Yes,4.9,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,5.1,0.4,3.9,4.1,6.8
4143,TWA4143,TW-1554,,2,TWA4143,F,1,2017,Few times a week,5,8/5/2017,Saturday,44,MZ,,MZ,Same,TWA4144,,,4,2,2,0.7,2.4,0,2.1,2.3,2.5,1.6,4.8,0.1,0.3,0.3,0.5,2.9,3.1,2.9,2.1,2.7,4.6,5.8,5.1,4.9,5.2,4.5,2.7,3.1,3.6,4.8,3.6,3.1,2.5,Yes,5.3,4.8,Yes,3.9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,3.3,2,1.6,4.3,5.2
4144,TWA4144,TW-1553,,1,TWA4144,F,1,2017,Few times a week,5,8/5/2017,Saturday,44,MZ,,MZ,Same,TWA4143,,,4,1,3,0.5,0.5,0.7,0.9,0.5,2.9,1.5,5.3,0.7,0.7,3.9,0.5,1.3,2.5,5.4,3.2,5,5.3,3,4.8,3.7,3.5,2.7,2.8,5.1,3.1,4.9,4.4,4.6,4.4,Yes,5.4,5.4,Yes,5.2,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,4.7,4.3,3.4,4.2,6.3
4145,TWA4145,TW-259,,1,TWA4145,M,1,2017,Rarely,3,8/5/2017,Saturday,28,MZ,,MZ,Same,TWA4146,,,6,4,2,0,2.9,0,0,0,1.6,4.5,3,0.2,0.2,0,0,4.5,3.8,3.7,3.8,5.5,5.1,3,2.8,6.6,5.2,3.9,3.8,6.3,4.8,4.4,4.6,5.4,6,Yes,3.1,4.8,Yes,4.7,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,4.9,3.6,3.7,4,3.9
4146,TWA4146,TW-260,,2,TWA4146,M,1,2017,,,8/5/2017,Saturday,28,MZ,,MZ,Same,TWA4145,,,5,1,4,0,2.4,1.2,0,0.1,1.5,2.7,2.6,1.5,1.2,0.4,0,2,1,4.3,3.8,3.9,4.6,4.3,2.8,4.2,4.8,4.3,3.8,5.1,4.7,4.8,3.2,5.3,4.8,Yes,1.7,3.6,Yes,2.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,3.4,0.1,0.7,3.8,4
4147,TWA4147,TW-662,,2,TWA4147,F,1,2017,Never,1,8/5/2017,Saturday,31,MZ,,MZ,Same,TWA4148,,,5,1,4,0,2.5,0,5.2,0.1,0.5,3.9,7.4,0,0.1,0,0,6.2,0.1,7.5,6.1,6.4,0.2,4.9,5.7,5.2,5.1,3.1,2.7,4.1,4.5,2.5,2.9,3.2,5.2,Yes,7.1,3.9,Yes,1.2,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,5.2,0,5.5,6.1,7.5
4148,TWA4148,TW-661,,1,TWA4148,F,1,2017,Never,1,8/5/2017,Saturday,31,MZ,,MZ,Same,TWA4147,,,9,5,4,0,3.4,1.6,2.5,0,3.7,2.9,7,0,0.1,0,0,6.5,2.5,0,0,4.5,6.9,4.5,0.2,4.7,6.1,0,0.1,7.1,7.6,5.8,0,6.9,7.1,Yes,3.7,2.3,Yes,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,7.3,0,5.1,6.9,7.3
4149,TWA4149,TW-80,,2,TWA4149,F,1,2017,Every day,6,8/5/2017,Saturday,70,MZ,,MZ,Same,TWA4150,,,5,1,4,0,1.7,6,5.7,4.9,1.1,4.3,3.4,0,0,0,0,4.4,2.9,6.9,0.4,7,6.5,0.2,0.1,6.9,6.3,1.5,2.1,5.7,5,5,2.3,6.7,5.8,No,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.4,5.2,4,4.9,5.4
4150,TWA4150,TW-79,,1,TWA4150,F,1,2017,Few times a week,5,8/5/2017,Saturday,70,MZ,,MZ,Same,TWA4149,,,4,3,1,0,3.2,0.1,5.1,5.4,0,3.7,4.7,0,0.2,0.3,0,5.5,3.9,7.4,7.5,7.6,6.7,7.4,7.3,3.8,7,0.1,7.4,4.4,7.5,3.9,4,7.6,7.5,Yes,5.8,3.8,Yes,5.3,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7.1,5.4,5.9,3.6
4151,TWA4151,TW-1872,,1,TWA4151,F,1,2017,Few times a month,4,8/5/2017,Saturday,21,MZ,,MZ,Same,TWA4152,,,6,2,4,0,0.1,0.1,7.4,2.5,0.1,4.8,3.9,0,0,0,0,4.4,2.3,3.2,0.1,7.1,4.8,2.3,1,7.5,4.3,1.6,0.2,7.1,4.3,2.3,1.6,6.9,4.8,Yes,5.1,2.9,Yes,5.1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,6.5,0,5.1,5.2,6.8
4152,TWA4152,TW-1873,,2,TWA4152,F,1,2017,Only when it's in other foods,2,8/5/2017,Saturday,21,MZ,,MZ,Same,TWA4151,,,9,4,5,0.1,1.2,0.1,5.5,0.5,0,5.2,4.1,0.1,0.1,0,0.1,2.6,0.9,2.7,2.2,6.4,6.6,5.6,5.6,4.8,5.9,6.8,6.2,3.6,5.9,5.6,4.8,2.2,4.7,Yes,6.1,3.7,Yes,0.5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,7.6,0,4.4,2.9,7.6
4153,TWA4153,TW-2065,,1,TWA4153,M,unknown,2017,Every day,6,8/5/2017,Saturday,18,MZ,,MZ,Same,TWA4154,,,5,3,2,0.5,2.6,1.5,2.7,0.9,2.6,1.5,3.3,0.4,0.6,0.7,0.6,4.6,1.3,2.8,2.8,3.1,5.2,3.5,2.9,4.3,5.3,3.3,1.9,3.4,4.7,2.8,3.3,4,4.9,Yes,4.8,2.5,Yes,3.1,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.2,4.1,4.6,5.2,3.8
4154,TWA4154,TW-2066,,2,TWA4154,M,unknown,2017,Every day,6,8/5/2017,Saturday,18,MZ,,MZ,Same,TWA4153,,,5,2,3,0.2,4.5,0.2,1.8,0.1,2.7,1.4,5.1,0,0.5,0.2,0.3,6.7,5.5,4.9,2.8,5.1,5,4.4,2.5,5,4.6,3.8,3,5.5,4.9,3.3,2.7,4.8,4.9,Yes,4.4,3.6,Yes,4.4,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.1,4.1,5.9,5.4,7.3
4155,TWA4155,TW-2067,,1,TWA4155,F,1,2017,Few times a month,4,8/5/2017,Saturday,35,MZ,,MZ,Same,TWA4156,,,4,3,1,0,5,0,0.1,0,2,2.2,1.4,0,0,0,0.1,3.6,1.6,1.7,1.7,4.9,5.6,2.2,1.8,5.2,5,2.3,0.5,4,3.8,2.6,3.4,3.7,2.3,Yes,4.7,2.3,Yes,0.1,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.8,0.9,3.6,2.6
4156,TWA4156,TW-2068,,2,TWA4156,F,1,2017,Few times a week,5,8/5/2017,Saturday,35,MZ,,MZ,Same,TWA4155,,,8,4,4,0,3.2,1.7,0.6,0,0.1,2.8,4.4,0.1,0,0,0,1.3,4.4,0.6,0.4,5.6,5.3,1.1,0.1,5.1,6.4,2,0,6.1,3.9,0.5,0,6.3,3.9,Yes,7.6,3.8,Yes,0,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.2,2,1,5.3,3.6
4157,TWA4157,TW-890,,2,TWA4157,M,1,2017,Every day,6,8/5/2017,Saturday,27,MZ,,MZ,Same,TWA4158,,,6,4,2,0,0,0,2.6,0,2.1,1.4,3.3,0,0,0,0,5,3.7,3.7,3.9,5.3,6.1,2.2,4.4,3.3,4.8,3.3,4.9,5.5,6.1,5.1,2.6,6.2,6.2,Yes,3.9,0.8,Yes,2.8,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.8,6.6,6.7,6.3
4158,TWA4158,TW-889,,1,TWA4158,M,1,2017,Every day,6,8/5/2017,Saturday,27,MZ,,MZ,Same,TWA4157,,,8,4,4,0,1.1,1.4,0,0,2.1,2.4,6.2,0,0,0,0,4.7,6.3,2.3,2.4,5.3,4.6,4.4,1.9,4.7,5.4,4.5,4,2.9,6.2,2.8,5.7,5.5,5.9,Yes,4.8,1.9,Yes,4.7,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.8,4.4,5.8,5.5
4159,TWA4159,TW-2069,,1,TWA4159,F,unknown,2017,Only when it's in other foods,2,8/5/2017,Saturday,30,MZ,,MZ,Same,TWA4160,,,3,2,1,0,1.7,0,2.2,0.1,0.2,2.1,1,0,0,0.1,0,0.8,0.6,3.1,1.2,5.4,4,2.3,0.8,5.2,3.8,6.1,5.3,6.5,3.8,3.5,3.9,3.8,3.7,Yes,1.9,2.6,Yes,2.4,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,3.7,0.1,1.3,3.7,4.9
4160,TWA4160,TW-2070,,2,TWA4160,F,unknown,2017,Only when it's in other foods,2,8/5/2017,Saturday,30,MZ,,MZ,Same,TWA4159,,,4,2,2,0,0.8,1.8,2.5,0,1.7,0.7,2.8,0,0,0.1,0,3.8,1.4,3.8,2.5,5.9,5.4,5,3.2,7.4,5.4,4.3,6.7,5.1,4.2,4.6,2.5,5.6,4.7,Yes,2.7,2.3,Yes,0.9,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2.7,1.7,3.8,5,4.6
4161,TWA4161,TW-47,,1,TWA4161,F,1,2017,Every day,6,8/5/2017,Saturday,82,MZ,,MZ,Same,TWA4162,,,4,2,2,0.6,1,1.6,3.9,3.6,0.5,4.2,2,0.3,1.4,1.5,1,4.9,2.6,0.5,2.2,2.7,5.1,0.7,1.3,3.5,2.8,0.9,5.1,0.6,1.6,0.8,1.6,1.3,2.1,No,,,Yes,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,7,0.6,0.5,1,1.5
4162,TWA4162,TW-48,,2,TWA4162,F,1,2017,Every day,6,8/5/2017,Saturday,82,MZ,,MZ,Same,TWA4161,,,4,2,2,4.1,3.1,5,5.3,3.4,0.1,3.3,3.1,0.3,0.4,1.4,1.1,0.1,3.4,0.9,1.7,6.2,3.9,2.9,0.9,4.3,5.5,1.8,1,4.3,2.1,3.6,1.7,5.8,5.7,Yes,2.1,1.3,Yes,3.6,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3.5,0,0.2,5.3,4.1
4163,TWA4163,TW-2071,,1,TWA4163,M,1,2017,Only when it's in other foods,2,8/5/2017,Saturday,42,MZ,,MZ,Same,TWA4164,,,8,4,4,1.7,1.3,5.4,5.2,0.1,2.5,0.2,7.4,3.3,4.6,4,0,2.7,4.8,5.8,4.2,6,6.1,1.3,2.2,5.5,6.8,4.1,6.4,6.4,7.2,3.4,5.1,6.3,7.1,Yes,1,6.6,Yes,5.8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,6.7,1.1,1.6,2.4,5.3
4164,TWA4164,TW-2072,,2,TWA4164,M,1,2017,Only when it's in other foods,2,8/5/2017,Saturday,42,MZ,,MZ,Same,TWA4163,,,6,2,4,3.4,1.5,2.2,1.7,2.3,2.7,1.7,3.6,1.8,3,0.9,0.1,3.4,3.1,3.1,1.8,4.8,6.2,6.7,4.4,6,7,1.2,0.7,5.9,4.6,1.5,1.6,5.3,5.4,Yes,1.9,6.7,Yes,6.7,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,1.1,2.7,5.1,4.9,1.4
4165,TWA4165,TW-2073,,1,TWA4165,F,1,2017,Few times a month,4,8/5/2017,Saturday,52,MZ,,MZ,Same,TWA4166,,,9,5,4,0.1,0.8,0,0.6,0,0.5,0.9,2.6,0,0.1,0,0,3.8,0.1,1.6,0.1,4.8,3.9,4.2,1.5,3.7,3.9,4.7,2.5,1.7,3.8,5.1,3.4,3.5,5.4,Yes,3.9,3.8,Yes,1.8,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,1.6,0.6,5.3,4.9,2.5
4166,TWA4166,TW-2074,,2,TWA4166,F,1,2017,Rarely,3,8/5/2017,Saturday,52,MZ,,MZ,Same,TWA4165,,,7,4,3,1.6,2.3,3.7,2.6,0,2.5,2.7,7.5,2.5,0,0,0,7.6,4,3.5,1.3,7.6,3.8,5.1,2.1,7.5,3.9,3.9,3.8,7.5,3.9,3.9,5.5,7.6,5.6,Yes,7.6,4.9,Yes,3.9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,3.9,0.1,7.1,5,6.6
4167,TWA4167,TW-695,,1,TWA4167,F,1,2017,Rarely,3,8/5/2017,Saturday,24,MZ,,MZ,Same,TWA4168,,,9,4,5,0.6,5.2,0.6,6.8,0.9,0.7,4.5,3.8,0.1,0.1,0.2,0,4.2,3.5,0.7,0.7,5,6.3,4.6,0.9,5.6,5.4,2.1,1.2,3.9,4.4,2.1,1.1,4.2,5.4,Yes,3.4,1.9,Yes,2.3,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,6.6,0.5,4.4,5.7,7.1
4168,TWA4168,TW-696,,2,TWA4168,F,1,2017,Few times a month,4,8/5/2017,Saturday,24,MZ,,MZ,Same,TWA4167,,,8,5,3,0.9,2.7,1.2,2.8,1.1,1.8,2.1,3.4,1.3,1.2,1.1,1.1,5.6,3.9,5.3,2.6,6.7,5,1.9,0.6,5.7,5.1,3.4,2.1,4.5,4.8,7.5,1.6,2.3,3.2,Yes,5.1,4.7,Yes,3,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,3.8,1.7,2.8,5.2,4.4
4169,TWA4169,TW-2075,,1,TWA4169,F,1,2017,Rarely,3,8/5/2017,Saturday,24,MZ,,MZ,Same,TWA4170,,,6,4,2,0,5.7,0.1,1,0.8,1.2,1.8,5.2,2.3,0,0,0,5.5,4.3,1.1,3.6,5.5,3.8,2.6,0.9,3.6,4.2,2.8,3,3.4,5.1,3.2,1.8,2.3,2.8,Yes,4.1,0.5,Yes,6.3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,6.4,0.2,6.1,6.2,4.6
4170,TWA4170,TW-2076,,2,TWA4170,F,1,2017,Rarely,3,8/5/2017,Saturday,24,MZ,,MZ,Same,TWA4169,,,4,2,2,0.5,3.9,0,1.6,2.3,2.5,3.7,3.9,0,0,0.1,0,4.2,1.1,1.8,1.6,4.9,3.5,2.9,2.8,4.2,4.6,4.4,1.7,6.5,4.9,1.6,1.6,7.6,4.9,Yes,4.6,3.1,Yes,5.4,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,5.6,0,5,4.6,5.8
4171,TWA4171,TW-407,,1,TWA4171,F,1,2017,Few times a month,4,8/5/2017,Saturday,48,DZ,MZ,MZ,Same,TWA4172,,,1,1,0,0.1,0.3,0.9,0.3,0.3,0.3,3.8,5,1.8,0,0.3,0,4.7,3,1.6,1.7,6.8,5.5,2.8,1,6.8,4.5,3.6,0.6,6.4,3.5,1.2,0.4,7.3,3.9,Yes,7,3.9,Yes,0.3,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,6.5,0.4,4.3,5.1,5.6
4172,TWA4172,TW-408,,2,TWA4172,F,1,2017,Only when it's in other foods,2,8/5/2017,Saturday,48,DZ,MZ,MZ,Same,TWA4171,,,7,4,3,0.2,0,0.1,0.4,0.2,3.9,1.4,3.3,0.2,0.2,0.1,0.1,4.9,1.6,2.4,2.1,5.7,5,1.2,0.9,4,4.4,4.2,0.4,3.8,4.1,1.1,0.6,5,4.8,No,3.8,,Yes,3.9,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,4.7,1.5,4.9,4,4.1
4173,TWA4173,TW-2077,,1,TWA4173,F,1,2017,Never,1,8/5/2017,Saturday,39,MZ,,MZ,Same,TWA4174,,,9,4,5,0,0,5.2,7.1,0,0.1,5.5,5.6,0,0,0,0.1,4.7,3.8,6.5,0.5,6.3,3.1,5.7,5,6,3.9,4.7,4,4.7,3.8,4.1,4.9,4.8,4.2,Yes,6,4.2,Yes,5.1,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,4.9,0.1,4.5,4.5,6.5
4174,TWA4174,TW-2078,,2,TWA4174,F,1,2017,Only when it's in other foods,2,8/5/2017,Saturday,39,MZ,,MZ,Same,TWA4173,,,10,5,5,0,0,2.9,5.1,2.4,0,4.7,3.7,0,0,0,0,5.1,0,3.9,1,6.1,2,2,3.7,5.3,4.4,4.4,3.2,3.2,1.7,4.3,3.7,4.1,4.1,Yes,3.2,3.9,Yes,5.5,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,5,0,4.1,2.5,7.6
4175,TWA4175,TW-1004,,2,TWA4175,M,1,2017,Few times a month,4,8/5/2017,Saturday,27,MZ,,MZ,Same,TWA4176,,,2,1,1,0.8,3,1.8,4.5,1.4,2.2,3.2,1.1,3,3,2.3,4.6,2.6,4.9,2.2,4.1,3.7,4.7,1.6,3.4,3.4,5.4,0,0,5.3,1.8,0,0.1,1.2,0.2,Yes,6.4,,Yes,1.6,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,5,5.3,4.7,6.5,6.4
4176,TWA4176,TW-1003,,1,TWA4176,M,1,2017,Few times a week,5,8/5/2017,Saturday,27,MZ,,MZ,Same,TWA4175,,,9,4,5,0.3,1.7,0,0.2,0.1,2.1,1.5,3.7,0,0,0.9,0,4.8,2.3,2,3.8,5.7,6.3,4.5,3.8,4.8,6.3,6.7,6,5.6,5.9,4.7,2.4,5.7,7.4,Yes,5.6,2.2,No,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,4.7,0.2,5.2,5,3.9
4177,TWA4177,TW-2079,,1,TWA4177,M,1,2017,Every day,6,8/5/2017,Saturday,26,DZ,MZ,MZ,Same,TWA4178,,,7,3,4,2.1,3,4,2.6,0,1.2,2.9,5.5,0.8,1.4,5.7,0.1,0.7,5.4,4.8,1.9,4.9,5.5,3,3.6,5.1,6,3.7,1.5,3.7,3.8,6.2,1.9,6.1,5.3,Yes,5.1,3.4,Yes,7.6,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,0.1,3.7,0.5,3.9,2.8
4178,TWA4178,TW-2080,,2,TWA4178,M,1,2017,Every day,6,8/5/2017,Saturday,26,DZ,MZ,MZ,Same,TWA4177,,,5,3,2,3.2,4.3,3.2,5.9,4.3,3.8,2.9,2.5,0.9,1.4,0,1.7,3.9,3.2,4,3.5,4.6,4.2,1.3,4.3,4.6,3.8,4,1.1,5.3,3.8,3.6,2.5,5.6,4.7,No,3.4,0.2,Yes,2.1,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,1,1.5,2.9,6.1,7.4
4179,TWA4179,TW-955,,1,TWA4179,M,2,2017,Few times a week,5,8/5/2017,Saturday,22,MZ,,MZ,Same,TWA4180,,,8,4,4,0,0.5,0,0,0,3.4,1.1,0.9,0,0,0,0,2.1,2.1,1.6,1.5,3.8,4,1.5,1.7,1.7,3.9,2.5,1.1,3.1,3.6,1.7,0,1.4,3.9,Yes,3.2,3.8,Yes,5.3,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.9,1.9,3.9,1.6
4180,TWA4180,TW-956,,2,TWA4180,M,2,2017,Only when it's in other foods,2,8/5/2017,Saturday,22,MZ,,MZ,Same,TWA4179,,,3,2,1,0.1,0.9,2.9,0,1.4,1.7,3.6,2.3,0.1,0,0,0.1,2.6,1.8,2.3,1.7,6,3.8,1.9,2.5,5.4,3.8,3,1.2,4.1,4,0.8,3.1,3.3,3.8,Yes,2.8,4.9,Yes,3.8,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.9,1.1,3.9,4.1
4181,TWA4181,TW-192,,2,TWA4181,F,1,2017,Every day,6,8/5/2017,Saturday,53,MZ,,MZ,Same,TWA4182,,,6,4,2,0,0.1,3,0.1,0,3.9,1.3,5.1,0,0,0,0.1,2.1,4.2,2.1,0,7.6,6.1,2.4,0,7.5,5.8,2.8,0.1,7.5,3.8,2.4,0.2,7.5,5.7,Yes,7.6,7.4,Yes,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,7.4,0.3,2,2.3,5.1
4182,TWA4182,TW-191,,1,TWA4182,F,1,2017,Every day,6,8/5/2017,Saturday,53,MZ,,MZ,Same,TWA4181,,,9,4,5,0,0,2.3,4.7,0,5,3.9,6.6,0,0,0,0.1,4.2,1.4,1.9,0.8,5.4,5.8,3.2,2.3,5.3,5.4,4.9,3.8,6.6,6.2,4.7,4.5,7.1,6.7,Yes,2.2,4.3,Yes,6.6,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,4.9,5.6,4.2,3.8,5.6
4183,TWA4183,TW-1373,,1,TWA4183,F,1,2017,Few times a month,4,8/5/2017,Saturday,51,MZ,,MZ,Same,TWA4184,,,2,2,0,0,0,2.8,2.3,0,3.8,3.7,3.2,0.2,0,0,0.2,4,3.9,0,1.8,2.8,3.8,3.8,2.2,2.7,4,4.7,2.3,5.5,3.9,7.1,6.5,6.8,5.4,Yes,0.2,7,Yes,3.8,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,6.6,0.4,3.8,3.9,0.1
4184,TWA4184,TW-1374,,2,TWA4184,F,1,2017,Few times a month,4,8/5/2017,Saturday,51,MZ,,MZ,Same,TWA4183,,,6,4,2,0,1.8,0.9,0,0,0.8,3.4,2.7,0.6,0.3,0.4,0,0.1,3.8,0,2,0.3,1.1,3.9,2.9,1.8,3.7,0.4,2,7.2,4.5,1.8,5.1,5,7,Yes,0.1,6.7,Yes,2.7,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,7.6,0,0.2,0,7.3
4185,TWA4185,TW-1894,,2,TWA4185,M,4,2017,Never,1,8/5/2017,Saturday,35,MZ,,MZ,Same,TWA4186,,,6,3,3,0.4,7.1,4.9,5.9,0.4,0.8,5.5,1,2.6,3,2.5,0.7,0.8,3.1,3.9,3.2,6.1,5.2,4.6,5.6,5,6,2.1,5.5,5.1,4.8,2.3,1.4,3.8,2.1,No,2.3,1.8,Yes,2.1,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,2.2,1.9,0.6,4.3,7.1
4186,TWA4186,TW-1895,,1,TWA4186,M,4,2017,Never,1,8/5/2017,Saturday,35,MZ,,MZ,Same,TWA4185,,,2,0,2,0.3,0.6,2.6,1.8,0,0.1,1.2,2.5,1,1.1,0.1,0.1,1.1,1,0,1.2,1.5,1.8,0,3.4,7.4,4.8,5.7,6.2,7.4,7.3,1.6,2.1,6,4.9,Yes,5.9,3.7,Yes,1.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.1,0.2,0.1,1,2.4
4187,TWA4187,TW-2081,,1,TWA4187,F,1,2017,Only when it's in other foods,2,8/5/2017,Saturday,26,MZ,,MZ,Same,TWA4188,,,7,5,2,0.7,0,0.3,0.2,0,4.1,0.4,2.3,0.1,0.2,0.2,0.1,4.1,1.5,2.8,1.6,4.7,3.6,1.1,0.9,3.8,4.5,0.2,3.3,5.1,5.1,2.9,1.9,5.1,5.6,Yes,0.8,4.2,Yes,4.6,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,4.3,3.9,1.6
